text,size
easing,2
east,10
easter,17
eastern,13
easy,6
eavisa,1
eavistech,1
ebullient,1
echo,4
echoing,1
economic,42
economically,1
economics,3
economies,8
economist,13
economists,3
economy,31
ed,6
edgar,2
edge,3
edged,1
edited,4
editing,32
editor,4
editorial,5
edt,10
educated,4
education,10
educational,1
educators,3
eerily,1
effect,10
effective,6
effectively,5
effects,1
efficiency,6
efficient,2
effort,16
efforts,15
egg,10
eggs,4
egomaniac,1
egypt,16
egyptian,6
egyptians,7
eight,7
eighteen,2
eighth,2
eileen,1
either,10
el,16
elbowed,1
elbows,3
elder,13
elderly,1
elect,2
elected,16
election,41
electioncarlos,1
elections,14
elective,1
electoral,1
electric,4
electrical,1
electricity,2
electronic,2
elementary,1
elements,1
elevated,1
elfadil,1
elgood,1
eligible,5
eligon,1
elijah,1
eliminate,3
eliminating,1
eliot,1
elite,4
elites,3
elizabeth,4
elliot,1
elon,1
else,8
elsewhere,2
elusive,3
em,1
email,85
emails,5
emanating,1
embarrassment,2
embassy,3
embedded,1
embodied,1
embrace,4
embracing,1
emerged,2
emerging,1
emily,1
emissions,18
emmanuel,1
emmy,1
emmylou,1
emotional,2
empathized,1
emperor,1
emperors,1
emphasis,2
emphasize,1
emphasized,2
emphasizes,1
empire,4
employed,2
employees,7
employers,2
employment,3
empty,1
emulate,1
enable,2
enables,1
enact,1
enacted,3
enclave,1
encountered,1
encourage,2
encouraged,1
encouraging,1
end,28
endanger,1
ended,11
ending,8
endings,1
endless,4
endlessly,1
endo,1
endorsed,1
endorsement,3
ends,2
endure,2
enemies,2
enemy,2
energized,1
energizes,1
energy,8
enforce,1
enforcement,10
enforcers,1
enforcing,2
engage,2
engaged,4
engagement,2
engages,1
engaging,3
engine,1
engineer,1
engineered,1
engineering,1
engineers,1
england,2
english,7
enjoyed,2
enjoys,1
enlightenment,1
enormous,2
enough,11
enriched,2
enrique,2
enrolled,1
enrollment,1
enshrine,1
enshrined,1
ensure,6
ensuring,2
enter,91
entered,3
entering,4
enterprise,2
enterprises,1
entertainer,2
entertainment,2
enthusiasm,3
enthusiastic,2
entire,6
entirely,2
entrants,2
entry,4
environment,8
environmental,12
environmentalists,1
envy,1
epa,13
epic,3
epicenter,1
epidemic,4
episode,4
epshteyn,1
equal,6
equality,5
equally,1
equipment,4
equipped,3
equities,7
equity,7
equivalent,5
era,15
eradicate,1
erdogan,21
erect,1
eric,8
erlam,1
erode,1
eroded,5
erosion,1
erratic,1
error,1
ersatz,1
ersoy,1
erupted,1
erwin,1
escalate,4
escalates,3
escalating,9
escalation,3
escort,3
escorts,1
eskelsen,1
especially,6
essay,2
essays,2
essence,1
essentially,3
essentials,1
establish,1
established,4
establishing,1
establishment,3
estate,2
estimate,2
estimated,2
estimates,1
estonia,1
esty,1
eswar,1
ethanol,1
ethereal,1
ethical,1
ethics,24
ethnicity,1
euphrates,1
eur,1
euro,3
europe,9
european,7
europeans,1
evacuate,2
evade,1
evaluate,1
evaluated,1
evaluating,1
evangelical,1
evangelist,1
evaporated,1
even,63
evening,5
event,23
events,10
eventually,5
ever,15
every,20
everybody,2
everyday,3
everyone,12
everything,7
everywhere,2
evidence,4
evident,1
evil,1
evils,1
eviscerated,1
evolution,2
ex,4
exacerbated,1
exacerbating,1
exact,2
exacted,1
examine,1
examined,1
example,3
examples,3
exceed,1
except,1
excessive,2
exchange,7
exchanges,1
excited,1
exclude,1
executing,1
executive,25
executives,4
exempt,1
exemptions,2
exercises,4
exhale,2
exhausted,1
exhibit,2
exhibition,1
exist,3
existing,8
exists,1
exit,2
expand,4
expanded,8
expanding,1
expansion,1
expect,10
expectations,6
expected,23
expedite,2
expelled,3
expelling,1
expended,1
expenditure,2
expense,4
expenses,2
expensive,2
experience,17
experiences,3
experiencing,2
expert,1
expertise,2
experts,3
explain,3
explained,3
explaining,2
explains,1
explanations,1
explicit,1
explicitly,1
exploded,1
exploding,1
exploit,1
exploitation,1
exploitative,1
exploiting,1
exploration,5
explore,1
exploring,3
export,6
exported,1
exporter,1
exporters,1
exporting,1
exports,14
expos,1
exposure,2
express,1
expressed,9
expressing,1
expression,4
expulsion,1
expulsions,1
extend,2
extended,4
extending,1
extension,1
extensive,1
extent,1
extolling,1
extortion,5
extra,6
extract,1
extramarital,1
extraordinary,3
extreme,5
extremely,2
extremist,2
exxon,1
eye,5
eyes,5
faa,1
fabricated,1
face,18
facebook,37
faced,3
faces,7
facet,1
facial,1
facilitating,1
facilities,1
facility,1
facing,6
fact,23
factor,5
factories,1
factors,6
factory,5
facts,8
factual,1
fading,1
fahmy,1
fail,3
failed,10
failing,3
failure,7
fair,8
fairly,5
fairness,1
faith,4
fake,24
falkland,1
fall,12
fallen,3
fallin,1
falling,3
fallout,3
FALSE,4
falsehoods,1
falsely,2
falter,2
faltered,1
fame,1
familiar,4
families,8
family,17
famous,3
famously,1
fanfare,1
fang,3
fantastic,1
far,38
fare,1
fargo,1
farm,3
farmer,1
farmers,6
farmland,1
farther,4
farwashington,1
fashion,1
fashionable,1
fashioned,1
fassbender,1
fast,3
fatal,1
fate,2
fates,1
father,8
fattah,3
fault,1
faulted,1
faustian,1
favor,3
favorable,1
favored,4
favoring,1
favorite,4
favorites,1
fbi,3
fbr,1
fear,12
feared,1
fearful,2
fears,12
feat,2
feature,4
featured,4
features,5
feb,2
february,32
feckless,1
fed,2
federal,78
federally,1
federation,1
fedex,1
fee,1
feedback,1
feeds,1
feel,7
feeling,2
fees,1
feet,4
feinstein,1
felipe,1
fell,27
fellow,8
felt,4
feminist,1
fence,1
fenwick,1
ferguson,2
fernandez,1
ferocious,1
fervor,1
fest,1
festival,1
festivities,2
fetched,1
fett,1
feud,2
fewer,4
fiat,1
fiction,1
field,12
fielding,1
fields,3
fierce,1
fiery,1
fight,23
fighters,3
fighting,4
fights,1
figure,2
figures,3
file,4
filed,9
files,1
filibuster,1
filing,2
filings,1
fill,5
filled,3
film,9
films,1
final,2
finale,1
finally,7
finance,7
finances,1
financial,22
financials,2
find,14
finding,3
findings,1
finds,2
fine,2
fines,1
finger,1
finish,1
finished,4
finishing,1
fiore,2
firas,1
fire,4
fired,10
firedformer,1
firefighters,1
firepower,1
fires,1
firing,3
firings,1
firm,20
firmer,1
firmly,2
firms,16
first,95
fiscal,3
fisher,2
fit,2
fitness,2
fits,2
five,21
fix,2
fixer,1
fixes,2
fla,1
flag,7
flags,3
flamethrower,2
flash,4
flat,3
flawed,1
flawless,1
fled,4
flee,1
fleeing,3
fleet,1
fleets,1
flew,1
flexibilities,1
flight,1
flights,1
floatation,1
flood,1
flooding,1
floor,1
florida,10
flow,5
flower,2
flowing,2
flows,10
fluent,1
flurry,3
fly,3
flyaroundgo,1
flyaroundwhen,1
focus,11
focused,7
focuses,1
focusing,1
foe,1
foil,1
foiling,1
folks,2
follow,12
followed,5
followers,3
following,15
follows,1
folts,1
food,2
foods,1
fools,5
foot,2
footage,1
footed,2
foothold,4
footing,2
footwear,1
forbidding,1
force,8
forced,11
forcefully,1
forcefulness,1
forces,14
forcing,3
ford,1
fore,1
forecast,7
forecasters,1
forecasting,1
forecasts,3
forefront,1
foregone,1
foreign,36
foreigners,3
foremost,1
forestall,2
forever,3
forged,1
form,3
formal,2
formally,1
formed,1
former,56
forming,1
forms,1
forte,3
forth,5
fortune,8
fortunes,1
forty,1
forum,1
forward,9
fossil,3
foster,1
found,16
foundation,4
founded,1
founder,4
four,18
fourth,2
fox,9
fractious,2
fractured,1
fracturing,1
framework,1
franc,1
france,4
francis,1
francisco,6
frank,1
frankfurt,1
frankly,2
fraud,3
fraught,1
fray,1
frederick,3
fredianelli,1
free,29
freea,1
freedom,8
freedoms,4
freefall,1
freely,5
freeman,1
freeze,2
freezes,1
freight,1
freking,1
french,2
frequent,3
frequently,8
fresh,2
fret,1
fretting,1
friction,2
friday,11
friend,9
friendly,3
friends,13
fritz,1
front,5
fronteras,6
frontier,1
frontiers,1
froze,1
frozen,3
fruit,4
fruits,4
frustrate,1
frustrated,1
frustrating,1
frustration,1
ftse,1
fuel,11
fuels,4
fugitives,1
fulfilling,3
full,17
fully,15
fuming,1
function,1
functional,1
functions,2
fund,37
fundamental,5
fundamentals,5
funded,3
funding,16
fundraising,1
funds,6
funny,5
furnished,1
furthermore,1
fury,1
fusing,1
futile,1
future,14
futureas,1
futures,5
gain,3
gained,6
gaining,2
gains,8
gainsstocks,1
galeotti,1
galleries,1
gallon,6
galmudug,1
galoma,2
gambit,1
gambling,2
game,5
games,36
gaming,4
gang,1
gangs,1
gaping,1
gaps,1
garb,4
garc,1
gardner,1
gareth,2
garland,1
garrett,1
garrison,1
gary,5
garza,1
gas,13
gases,2
gaslighting,1
gasoline,1
gate,1
gates,1
gather,1
gathered,3
gathering,2
gauge,1
gave,11
gavin,1
gaza,4
gaze,2
gbp,1
gears,1
gen,1
gender,1
general,41
generally,5
generals,1
generate,2
generated,1
generation,4
generations,1
generous,2
genius,1
genuine,4
genuinely,1
geoff,2
geographic,1
geopolitics,1
george,4
georges,1
georgia,3
german,3
germany,6
gerrymandered,1
gets,4
getting,16
ghost,1
ghouta,11
giant,5
giants,3
gibson,1
gift,1
gifts,1
gigantic,1
giles,1
ginseng,9
girl,4
girls,1
give,12
given,15
gives,6
giving,4
glad,1
glasgow,2
glass,1
gleaming,1
glee,1
glenn,1
global,44
globaldan,1
globalt,1
globe,1
globovisi,2
gloria,1
glow,1
goal,3
goals,2
god,7
goes,4
gold,9
goldman,1
golf,1
golfer,1
gone,5
gonzales,2
good,46
goodbye,1
gooding,2
goods,18
goodwill,2
google,6
gop,9
gordon,1
gospel,1
got,6
gotten,1
gotti,1
gov,13
govern,1
governance,2
governing,2
government,105
governmental,2
governments,6
governor,20
governorates,1
governors,3
governs,1
graceful,1
grade,1
gradual,2
gradually,1
graduate,2
graduated,2
grain,1
grand,6
grandchildren,2
grandfather,1
grandmother,1
grant,1
granted,7
granting,1
grantpnc,1
grants,1
grapes,1
grappling,1
grass,1
grateful,2
grave,1
great,17
greater,7
greatly,1
greece,1
greed,1
greenback,1
greener,1
greenhouse,4
greeted,1
greg,1
gregg,1
gregorio,1
gregory,1
grevemberg,6
grew,7
griffin,1
griffith,2
grinding,1
grisham,1
groping,1
gross,3
grossly,1
ground,3
groundbreaking,2
grounded,1
grounds,1
group,55
groups,25
grow,4
grower,1
growers,1
growing,11
grown,1
growth,34
gss,1
guarantee,2
guaranteed,1
guards,1
guatemala,2
guest,3
guests,8
guidance,3
guide,3
guidelines,1
guild,1
guillermo,1
guilty,3
guinness,1
gulf,3
gun,5
guns,1
gurman,1
gusinsky,2
gut,2
guts,2
guy,1
guys,4
gyrations,1
ha,1
habit,1
habits,1
hack,1
hacking,1
hackles,1
hadn,2
haimonet,1
hair,3
haired,1
hal,7
half,5
hall,7
halt,7
halted,1
hamas,3
hamburger,1
hamid,1
hammond,1
hampers,1
hand,7
handelsman,1
handle,1
handled,1
handles,3
handling,2
hands,1
handschuh,1
hang,2
hanging,1
hannity,1
happen,7
happened,7
happening,7
happens,5
happiness,1
happy,6
harassment,1
hard,26
harden,1
harder,3
hardheaded,1
hardliners,1
hardly,1
harkened,1
harking,1
harm,4
harmed,1
harming,2
harmonized,1
harmony,1
harness,1
harris,1
harry,1
harshly,1
hart,5
harts,1
harvard,3
hasn,7
hat,1
hate,1
hateful,1
hathaway,1
hatred,1
haven,7
havoc,2
hawaii,2
hawley,24
hayes,2
hbo,1
head,11
headache,1
headcounts,1
headed,2
heading,4
headlines,2
heads,2
heal,1
health,10
healthcare,1
healthy,1
hear,3
heard,13
hearing,3
hearings,2
heart,4
hearts,1
heather,1
heating,1
heavens,1
heavily,6
heavy,9
hector,1
hedge,5
hee,1
heekyong,1
heelan,1
hefty,2
height,1
heightened,1
held,18
helm,1
help,28
helped,14
helping,6
helps,5
hemlock,1
hence,2
henig,1
heralded,2
herbal,1
hero,2
hesitant,1
hess,1
hey,1
hidden,3
higgins,1
high,35
higher,14
highest,15
highlight,4
highlighted,2
highly,9
highs,2
hike,4
hill,4
hillary,3
hinge,1
hinged,1
hinges,1
hire,1
hired,4
hiring,1
hirings,1
hispanic,1
historic,2
historical,1
historically,1
histories,1
history,10
historytoday,1
hit,16
hits,1
hitting,5
hobbled,1
hockey,1
hof,1
hog,1
hogan,8
hold,13
holder,14
holding,6
holdings,2
holdout,1
holds,6
holiday,6
hollow,1
hollywood,1
holmes,2
home,115
homeland,6
homelands,1
homes,1
homicide,1
honda,1
hondurans,1
honduras,7
honed,1
honest,1
honestly,1
hong,5
honor,5
honorable,5
honors,1
hooks,1
hoover,5
hope,19
hoped,4
hopeful,2
hopefully,3
hopefuls,2
hopes,3
hoping,2
hopped,1
horace,1
horizon,1
horn,1
horrible,1
horror,1
horse,1
hortatory,1
hosni,1
hospital,1
hospitality,1
host,13
hosted,1
hostile,4
hosting,1
hot,2
hotel,12
hotline,2
hounded,1
hour,9
hours,7
house,116
household,1
households,2
housemate,1
houses,1
housing,2
houston,1
hovers,1
howard,6
however,22
htmlgo,1
hubbard,1
huckabee,9
hudson,1
huge,2
hugely,1
hughes,1
hugo,1
human,25
humana,1
humanitarian,5
humanity,4
humor,2
hundred,1
hundreds,15
hung,1
hunt,2
hupp,1
hurt,16
hurting,2
hurtling,1
husband,3
hyatt,6
hybrid,2
hyperbole,1
hyperpartisan,1
hyperpartisanship,1
hyun,1
ian,1
ibis,1
ibrahim,2
icahn,1
ice,2
icon,1
iconic,1
idea,9
ideals,2
ideas,4
identically,1
identified,4
identifying,2
identity,2
ideological,2
ideologically,1
ideology,1
idlib,2
idol,2
ig,3
ignited,1
igniting,1
ignore,2
ignored,5
ignoring,1
ii,3
iii,2
ike,1
ill,2
illegal,16
illegally,12
illinois,3
illustrates,2
image,2
images,1
imagine,1
immediate,9
immediately,15
immigrant,1
immigrants,37
immigration,70
immobile,1
immortal,1
immunity,1
impact,17
impaired,1
impasse,1
impatient,1
impediment,1
impels,1
impending,1
imperative,1
imperviousness,1
impinge,1
implement,3
implementation,1
implemented,3
implied,2
import,10
importance,5
important,12
imported,4
importing,1
imports,24
impose,12
imposed,10
imposes,1
imposing,3
impossible,3
impoverishment,1
impress,1
impression,1
impressive,1
imprisoned,1
improper,1
improperly,3
improve,2
improved,1
improvement,1
improvements,1
improving,3
impulses,1
inability,1
inaccurate,1
inadmissible,1
inappropriate,1
inappropriately,1
inauguration,1
inbox,3
inc,10
incapacitate,1
incarceration,1
incauto,1
incentives,1
inched,2
incident,2
incidents,1
incipient,2
inclined,1
include,12
included,16
includes,7
including,71
inclusiveness,1
income,5
incomes,1
incoming,1
incommunicado,1
incorrigible,1
increase,17
increased,9
increases,4
increasing,5
increasingly,7
incredible,2
incremental,1
incumbent,2
incurred,1
incursion,1
ind,1
indeed,6
independence,4
independent,11
index,31
indexes,7
india,2
indiana,7
indianapolis,1
indicate,1
indicated,4
indicates,2
indicating,3
indication,2
indications,2
indicators,4
indices,3
indignant,1
indiscretion,1
individual,6
individuals,5
indo,1
indoor,1
induced,1
industrial,9
industries,14
industry,32
ineffective,1
inept,1
inequality,2
inexperienced,1
infants,1
inferiority,1
infighting,1
infiltrate,1
infiltrated,1
inflation,5
inflow,3
influence,9
influenced,1
influences,1
influential,6
informal,2
information,22
informed,4
informs,1
infractions,1
infrastructure,6
infuriated,1
ingenuity,1
inhabitants,1
inherently,1
inhuman,1
inhumane,1
initial,3
initially,4
initiative,4
initiatives,1
injunctions,1
injured,1
injustice,2
injustices,1
innocent,1
innovate,1
innovation,3
innovations,1
input,2
inquiries,3
inserts,1
inside,7
insider,1
insight,1
insignificant,1
insist,1
insisted,2
insistence,2
insisting,2
insists,2
inspector,8
inspiration,1
inspire,1
inspired,3
inspires,1
inspiring,2
instagram,1
instance,3
instantly,1
instead,16
instincts,2
institute,15
institution,1
institutional,3
institutions,5
instructed,1
instruction,2
instructions,1
instructors,1
insufficiently,1
insulated,1
insult,1
insurer,1
insurgency,2
insurgent,1
insurgents,2
integral,1
integrity,4
intel,4
intellectual,7
intelligence,8
intelligent,1
intend,2
intended,6
intends,1
intensify,1
intensifying,1
intensive,3
intent,3
intention,4
intentionalinformation,1
intents,1
inter,2
interaction,1
interactions,1
interactive,1
interest,14
interested,4
interesting,1
interests,14
interfere,2
interfered,1
interference,1
interferes,1
interfering,1
interim,2
interior,7
intermedia,1
intermediate,1
internal,9
international,21
internet,1
interning,1
interplay,1
interpretations,1
interpreter,1
interrogative,1
interview,10
interviewed,1
interviews,2
intimacy,1
intimidation,2
intraday,1
introduce,1
introduced,3
introduction,3
intrusive,1
invaded,1
invalid,86
invalidate,3
invasion,1
invention,1
inventories,1
inventory,1
investigate,3
investigates,1
investigating,2
investigation,13
investigations,5
investigative,1
investigators,2
investment,19
investments,4
investor,3
investors,30
invigorate,1
invitation,3
invited,12
inviting,2
invoked,1
involve,1
involved,9
involvement,3
involves,1
involving,3
inward,1
ipads,1
iphones,1
iran,12
iranian,1
ireland,1
irineo,2
irish,2
ironic,2
ironically,2
irony,1
irregular,2
irresponsible,3
irritated,1
irs,2
isachenkov,1
isknown,1
islam,7
islamic,7
islamist,2
islamists,1
island,1
islands,2
ism,6
isn,4
isolated,1
isolationism,1
israel,11
israeli,2
issue,14
issued,9
issues,21
issuing,3
istanbul,3
italy,1
items,1
ivanka,1
ja,1
jack,1
jackie,1
jackson,9
jacqueline,1
jacqui,1
jae,1
jail,3
jailing,1
jaime,1
jaish,4
james,3
jammed,1
jan,7
jana,1
janice,1
janson,1
january,24
japan,22
japanese,11
jarablus,2
jared,2
jarvis,1
jason,2
javelin,1
jeans,1
jeb,3
jeered,1
jeff,8
jefferson,3
jeffrey,2
jeligonsee,1
jennifer,3
jensen,1
jeopardize,3
jeopardizing,1
jeremy,1
jerk,1
jerry,4
jersey,4
jerusalem,2
jesse,3
jetliner,1
jett,1
jettisoned,1
jewell,1
ji,1
jill,1
jim,3
jimmy,2
jindal,1
jinping,1
jirenuwat,1
jitters,1
job,41
jobless,2
jobs,11
jockeying,1
joe,5
joel,1
jogging,1
john,18
johnson,11
join,8
joined,6
joining,4
joint,4
jointly,2
joke,5
jokingly,1
jon,1
jonathan,2
jones,9
jong,14
jordan,1
jose,2
joseph,3
josh,7
joshua,1
journalism,4
journalist,2
journalistic,1
journalists,17
journeying,1
journeys,1
joy,1
joyce,2
jr,6
ju,1
juan,1
juarez,1
judd,21
judeo,1
judge,29
judged,1
judges,13
judging,1
judgment,2
judgmental,1
judicial,3
judiciously,1
julia,1
julie,1
julius,1
july,6
jump,2
jumped,3
jumping,1
june,7
jurisdiction,2
jurisdictions,1
jurors,1
jury,4
justice,42
justices,1
justifiable,1
justification,1
justified,1
justify,3
justifying,1
justin,5
kabba,4
kajimoto,2
kalamata,1
kalamazoo,1
kansas,2
kanuo,1
kaplan,1
karen,3
karma,1
karvelis,5
kasich,2
kasimpasa,1
kass,2
kate,1
katie,2
katrina,1
katu,1
kaye,2
kcna,1
keen,1
keep,14
keeping,3
keeps,1
keir,1
keith,1
kellermann,2
kelly,4
kellyanne,2
kenneth,2
kenny,1
kentucky,3
kept,6
keqiang,2
keren,1
kerik,1
kerry,1
kevin,5
key,15
keystone,1
khan,3
kick,2
kicked,2
kickoff,1
kidnapped,1
kidnappers,1
kidnappings,3
kids,5
kihara,2
kill,1
killed,10
killing,5
killings,3
kim,43
kimmel,1
kind,10
kinds,3
king,45
kingdom,1
kirillov,10
kirstin,1
kirstjen,4
kissing,1
kit,1
km,2
knecht,1
knee,2
knew,2
knife,2
knocked,1
know,30
knowing,1
knowledge,4
known,13
knows,7
koch,2
kochs,1
kolb,1
komo,1
kong,5
korea,37
korean,52
koreans,1
koreas,4
kospi,1
kotok,2
koyyur,1
kremlin,7
krissana,1
kuala,1
kubrick,3
kudlow,2
kurdish,6
kushner,1
ky,1
label,3
labeled,2
labor,20
labour,6
lack,8
lacked,1
lacks,2
lady,7
lafayette,1
lagging,1
lago,4
lambasted,1
lambert,2
lamented,1
land,22
landow,2
landowner,1
lands,13
landscape,1
landslide,1
landsverk,1
language,10
languages,2
lapses,1
laptop,1
lara,1
large,17
largely,12
larger,2
largest,10
larissa,1
larry,3
larson,1
las,1
lashed,2
lasheen,1
last,143
lasting,2
late,28
lately,1
later,24
latest,25
latin,1
latter,1
latvia,1
lauding,1
laugh,2
laughable,1
laughing,1
launch,2
launched,8
launches,1
launching,1
laundered,1
lavrov,2
law,72
lawder,2
lawmaker,1
lawmakers,13
lawn,8
laws,41
lawsother,1
lawsuit,20
lawsuits,8
lawyer,6
lawyers,8
lax,3
layoffs,1
lead,12
leader,38
leaders,23
leadership,10
leading,7
leads,2
leah,1
lean,2
leaning,3
leans,1
leap,1
learn,2
learned,4
learner,1
learning,6
lease,11
leased,2
least,16
leather,1
leave,10
leaves,2
leaving,4
led,18
lederman,1
lee,6
left,24
legacy,5
legal,24
legalization,1
legalize,1
legally,7
legislation,27
legislative,3
legislator,1
legislators,3
legislature,6
legitimate,4
legitimize,1
legs,1
leika,2
leisure,1
lending,2
length,2
lengths,1
lengthy,4
leone,2
leong,1
lepore,2
lesley,1
leslie,3
less,20
lesson,4
lessons,2
let,13
lethal,1
letter,10
letters,2
letting,1
level,22
levels,10
levenson,1
levied,1
levin,1
levine,1
levinson,1
levitsky,1
lgbtq,1
li,2
liabilities,1
liability,1
liar,4
libel,4
liberal,11
liberals,2
liberation,1
liberties,3
liberty,2
libertyview,1
libre,2
libya,1
licensing,2
lid,1
lie,1
lied,1
lies,3
lieu,1
lieutenant,1
life,17
lifelong,1
lifestyle,2
lifetime,1
light,4
lightening,1
lightfoot,2
lighthizer,2
like,64
likely,23
lily,1
lim,1
limbo,1
limit,7
limited,10
limiting,1
limitless,1
limits,3
lina,1
lincoln,2
linda,1
lindbergh,2
lindell,1
lindsay,2
line,15
lines,4
lineup,1
lingering,1
lining,1
link,4
linked,2
linking,1
links,1
liquefied,2
liquidity,1
lisa,4
list,20
listed,3
listen,2
listener,1
listening,2
listings,1
lit,2
lite,1
lithuania,1
litigant,2
litigation,7
litmus,1
litt,1
little,26
liu,2
live,14
lived,6
livelihood,1
lives,4
living,9
livingston,3
lizbeth,1
ll,11
llc,1
llp,1
loan,2
loans,2
loathes,1
lobbying,2
lobbyist,6
lobbyists,5
local,33
locals,1
located,2
location,5
locked,2
lockwood,1
lodged,1
logged,1
logging,1
london,4
long,30
longer,5
longstanding,1
longtime,2
look,22
looked,4
looking,11
looks,2
loom,1
looming,3
loop,1
loophole,1
loopholes,2
looping,1
loosely,1
loosened,1
looser,1
lopez,10
lord,1
lorraine,1
los,8
lose,11
loser,1
loses,1
losing,8
loss,4
losses,11
lost,10
lot,23
lots,4
lottery,2
loudest,1
louis,3
louise,1
louisiana,1
louisville,1
love,6
loved,2
loves,1
low,13
lowe,1
lower,18
lowest,2
lows,4
loyal,1
loyalties,1
loyalty,1
lp,2
lt,2
ltd,1
lucey,3
lucia,1
luck,1
lucky,1
ludwig,1
lugar,1
luis,1
lujan,1
luke,3
lumber,1
lumpur,1
lunch,1
luring,1
lusha,1
luther,17
ly,4
lynch,3
lynsea,1
lyrics,1
maasho,1
machine,4
machinery,4
machines,1
macroeconomic,1
macron,1
macronparis,1
macs,1
made,46
madikizela,1
madness,1
maduro,1
magana,2
magnet,1
mahal,1
mail,2
main,4
maine,2
mainland,1
mainly,6
mainstays,2
maintain,1
maintaining,1
maintains,2
maj,1
major,26
majority,11
makan,1
makdessi,1
make,36
maker,2
makers,1
makes,15
making,24
makini,1
malaysia,5
malaysian,1
male,1
males,1
malicious,2
maliciously,1
mall,1
malls,1
man,17
manafort,1
manage,2
managed,1
management,10
manager,9
managerial,2
managers,4
managing,3
mandate,3
mandated,1
mandates,3
mandatory,2
mandela,4
manhattan,2
manipulate,2
manipulation,2
mankind,1
manner,1
manolo,1
mantle,1
manuel,1
manufacture,1
manufactured,1
manufacturers,33
manufacturing,15
maps,1
mar,4
marathon,2
marathons,1
marauders,3
marc,1
march,64
marchant,1
marchaprils,1
marchaprilthe,1
marches,1
marching,7
marchwashington,1
marcus,1
marcy,1
margarita,1
margin,3
marginal,3
mari,1
mariann,1
marie,1
marine,2
marines,1
mario,1
mark,12
marked,2
market,82
marketing,3
markets,31
markit,1
marks,2
maroon,1
marred,2
marriage,4
married,2
marrying,1
martin,20
martinez,1
martyr,1
mary,3
maryland,5
mascaro,1
mason,2
mass,4
massachusetts,3
masse,2
masses,1
massive,7
massively,1
masterminded,1
masterpiece,1
mat,2
match,1
matched,1
matches,1
matching,3
material,3
materialized,2
materials,10
matsnev,1
matt,3
matter,9
mattered,1
matters,6
matthew,1
matured,1
matz,1
maximize,1
maximizing,1
maximum,1
may,42
maybe,1
mayor,6
mayoral,1
mayors,1
mccaskill,4
mcconnell,4
mcfaul,2
mckesson,1
md,2
mea,1
meade,17
meager,1
meals,1
mean,5
meaner,1
meaning,2
meaningful,1
means,13
meant,8
meantime,3
meanwhile,8
measure,6
measured,3
measures,16
measuring,8
meat,3
meckler,1
medal,5
medals,1
meddling,3
media,53
median,6
mediated,1
mediathe,1
medicines,1
medium,1
medvedev,1
meet,21
meeting,33
meetings,4
megan,2
mehmet,1
meijer,3
melania,6
meld,1
mellon,1
meloni,1
member,12
members,19
membership,2
memo,8
memory,1
memos,1
memphis,3
men,13
mena,1
menon,1
mensing,5
mentality,1
mention,5
mentioning,3
mentor,1
meral,1
mercantile,1
mere,1
meretricious,1
merge,2
merger,1
mergers,3
meritless,2
merits,1
merrill,1
message,9
messages,4
messaging,1
messer,11
messes,1
messy,1
met,7
metal,4
metals,6
meth,1
metoo,2
metric,1
metro,1
metropolitan,1
mexican,26
mexicans,3
mexico,99
mi,1
miasma,1
mice,1
mich,1
michael,9
michaux,15
micheal,1
michelle,1
michigan,2
mick,1
microblog,1
microsoft,6
mid,1
middle,5
midnight,1
midst,1
midterm,7
might,27
mightily,1
migrant,10
migrants,34
migrantsafter,1
migration,9
mika,1
mike,5
mikheev,1
milder,1
mile,1
mileage,1
miles,7
militant,3
militants,3
militaries,1
military,27
militias,2
miller,5
million,16
millions,7
mills,3
milo,1
minami,2
mind,9
minded,2
minders,2
minds,1
mine,1
mined,1
mini,1
minimal,1
minimizes,1
minimum,2
mining,1
minister,23
ministers,2
ministry,16
minneapolis,1
minoli,4
minor,2
minorities,3
minority,2
mint,1
minute,2
minutes,1
miranda,1
mirror,1
misappropriate,1
misappropriated,2
misbehavior,1
miscellaneous,1
misconduct,2
mishandled,1
misleading,2
misrepresenting,2
misrepresents,1
miss,2
missed,1
missile,4
missiles,3
missing,3
mission,2
mississippi,2
missouri,12
missourians,2
misspelled,1
misstated,1
mistake,1
mistakes,2
misuse,1
mitch,4
mitt,2
mix,4
mixed,1
mixes,1
mlk,1
mnuchin,11
mo,2
mob,1
mobil,1
mobile,1
mock,1
mocked,1
mocking,1
mocks,1
model,7
modeling,1
modelnew,1
models,2
moderate,6
modern,1
modernize,1
modernizing,1
modest,1
modestly,1
modifications,1
modified,1
mof,1
mogadishu,3
mohamed,2
mohammad,1
mohammed,1
molinaro,24
moment,5
moments,1
momentum,5
moms,1
monday,167
moneghetti,2
monetary,1
money,49
moneyed,1
monitor,1
monitoring,2
monitors,1
monopolies,1
monster,1
montana,1
monterrey,1
month,63
monthly,1
months,25
mood,2
moody,2
moon,1
moonbeam,1
moral,7
morale,3
morality,2
morally,2
morgan,4
morning,15
mornings,1
morocco,1
morsi,2
mortgage,1
moscow,12
mostafa,1
mostly,10
motel,1
mother,3
motion,2
motivated,2
motivation,1
motivations,1
motived,1
motives,1
motor,3
motors,2
mounting,5
mourdock,2
mourning,1
moussa,8
mouth,1
move,20
moved,12
movement,9
movements,1
moves,5
movie,1
movies,1
moving,29
mrs,2
ms,18
msci,1
