text,size
approximately,1
appsame,1
apr,3
april,26
apush,1
aqtech,1
aqtjacgkxa,1
aquiteayudamos,1
arabes,1
arbitrary,1
architecture,1
archive,1
arctic,1
area,9
areas,5
aren,14
arent,1
argblattetalar,1
argent,1
argue,1
argued,1
arguements,1
arguing,1
argument,5
arguments,4
aric_almirola,1
arif,1
arimelber,1
arizona,16
arizona_momma,1
arizonaforeveryone,1
arizonans,1
arkansas,3
arlington,1
arm,2
armaments,1
armani_buttafly,1
armed,10
armpit,1
arms,1
army,5
around,15
arrange,3
arrangements,1
arrest,7
arrested,8
arresting,1
arrests,8
arriba,1
arriv,3
arrival,2
arrivals,1
arrive,1
arrived,2
arrivent,1
arrogance,2
arrogant,1
arsenal,1
arsizio,1
art,8
article,27
articles,1
artificial,1
artificialintelligence,1
artisans,1
artist,3
arts,2
asap,3
asburyparkpress,1
ash,1
ashamed,2
asia,2
asian,4
asianartmuseum,1
asians,1
aside,1
asile,26
asileimmigration,1
asilo,2
asilvaphd,1
asimplepatriot,1
ask,13
askavictim,1
asked,8
asking,3
asks,4
asovereignnation,1
aspects,1
aspen,1
aspirantes,1
ass,2
assaillante,1
assassination,1
assault,3
assaulted,2
assembl,3
assemblea,1
assembleenat,2
assembling,1
assembly,2
assepsg,1
asses,1
assesses,1
assessment,1
asset,1
assetprotection,2
asshole,1
assign,1
assignment,1
assimilate,1
assimilation,2
assist,4
assistance,5
assnat,2
asso_generiques,1
associate,3
associated,4
associatedpress,1
associates,1
associatif,1
associations,1
assume,2
assumed,2
assured,2
asthma,1
astrazeneca,1
asu_shprs,1
asylum,32
asylumist,1
asylumseeker,3
asylumseekers,3
atalkingdude,2
atelier,1
atlanta,3
atlantaimmigrationattorney,1
atlantic,2
atrocities,1
attached,1
attack,7
attacked,2
attacks,7
attaqu,1
attaque,3
attaques,1
attempt,1
attempted,1
attempting,2
attempts,1
attend,2
attended,1
attending,3
attention,5
attitude,1
attitudes,3
attlmttvmr,1
attorney,31
attorneygeneraljeffsessions,1
attorneys,7
attractive,1
attraper,1
attributes,1
attys,1
au,28
aubance,1
auction,1
aucun,1
audacity,1
audible,1
audreytruschke,1
auf,1
aufl,1
augment,1
august,2
augustineclement,1
aujourd,2
aupolnews,1
auraient,2
aurait,2
auront,2
aus,1
ausgewandert,1
auspol,4
aussi,5
aust,1
austin,3
australia,53
australian,10
australiancitizenship,1
australianvisa,2
australiapr,1
autant,1
author,5
authorconfession,2
authoritarianism,2
authorities,6
authority,2
authorization,2
authorized,1
authorizing,1
authorlife,2
authors,1
auto,2
autobus,1
automate,1
automated,1
automatically,4
automating,1
automation,4
automatiquement,1
autoritaire,1
autour,1
autre,2
autres,5
auvergne,1
aux,17
available,3
avais,1
avait,3
avance,1
avant,2
avantages,1
avc,1
avec,30
avenir,1
avenue,1
average,5
avert,1
avez,1
avg,1
aviation,1
avis,2
avocats,1
avoid,1
avoir,3
avons,2
avoynnityh,1
avril,11
avukat,4
avukatayhanogmen,4
await,2
award,4
awareness,2
away,22
awaz,1
awernick,3
awesome,4
awful,2
aws,2
awwwww,1
axelle,1
axelrod,1
axisofautocracy,1
axrzavvogs,1
ayant,1
ayhanogmen,4
ayhbikvybn,1
ayudahumanitaria,1
ayudamedlegal,1
ayudarte,1
az,4
azcentral,1
azeroth,1
azgov,1
azimuts,1
azleg,1
azteca,1
azuprising,1
azvotes,1
ba,1
babble,1
babies,5
baby,6
bachelor,4
back,29
backdoor,1
backed,1
backfiretrump,1
backlog,6
backlogs,2
backpack,1
backpacker,1
backpackers,1
backpacks,1
backs,2
backseat,1
bad,11
badaboum,1
badger,1
badges,1
bados,1
baer,1
baffles,1
bafouent,1
bail,3
bains,1
baisse,1
baja,1
bal,1
balance,3
balanced,1
baldyruddrudd,1
balex,1
ball,1
ballot,3
ban,10
banana,1
banassaultweapons,1
bancel,1
bandaids,1
bangers,1
bangkoklawyer,1
bangladesh,2
bank,2
banker,1
banking,1
bankruptcy,1
bankrupting,1
banlieues,1
banned,1
bans,2
bansharia,1
bar,3
barackobama,5
barb,1
barbarism,1
barceloneta,1
bare,1
barefaced,1
barred,1
barreto,1
barrier,1
barriers,2
barring,1
bart,1
base,22
based,18
basedstickman_,1
baser,1
bash,2
bashes,3
bashing,2
basic,3
basically,5
basics,1
basta,1
bastardizing,1
bat,4
batch,1
batchelorshow,1
bathwater,1
bats,3
battle,4
battles,1
bay,1
bazaar,1
bbc,4
bbcamerica,2
bbcbreakfast,2
bbcdebate,1
bbcnickrobinson,1
bbcworld,3
bbsfyadkln,1
bc,1
bcaijngupi,1
bcbmgiizdc,1
bcn,1
bcpoli,1
bcuz,1
bdcieypxdc,1
bds,1
beach,1
bear,2
beat,1
beating,1
beautiful,7
beauty,1
bec,17
became,3
beck,1
become,18
becomes,4
becoming,3
becominguscitizen,1
bed,1
beef,2
began,3
beghal,1
begin,1
beginning,4
begins,1
behaupten,1
behave,1
behavior,2
beheard,4
behest,1
behind,15
behindenemylinesradio,1
beholden,1
beijing,2
beings,5
bejawatanb,1
belegal,1
belgique,1
belief,2
beliefs,2
believe,14
believed,1
believes,5
bell,1
belle,2
belligerent,1
belong,1
belongings,1
belongs,1
beltrame,1
ben,1
benbwinsor,1
bench,1
bendohertycorro,1
bends,1
beneficiaries,1
beneficiary,1
benefit,6
benefits,8
benfraze,2
benghazi,1
benjaminnetanyahu,1
benjyegel,1
benoithamon,1
bereitschaft,1
berkeley,2
berkeleymoron,1
bernie,1
berniesanders,28
bertrittsrate,1
berwick,1
besides,1
besoin,1
besoins,1
bespoke,1
best,20
bestattorney,1
bestimmigrationlawyer,2
bet,2
beth,1
beto,2
betofortexas,1
betoorourke,1
betrayal,2
betsydevosed,1
better,25
beware,2
beyond,6
bezos,1
bfmpolitique,1
bfmtv,2
bfnli,1
bgbzikrnwo,1
bgqiqkqhxt,1
bgriveaux,1
bgssapsnmx,1
bh,1
bhl,1
bia,2
bias,4
biased,2
bible,3
biblebelt,1
biblical,1
bibs,1
bidding,1
biden,1
bien,6
bieno,1
bient,1
bienveillance,1
bienvenidos,1
bifvspkjmc,1
big,13
bigag,2
bigapple,1
bigbrother,1
bigdeal,1
bigger,3
biggest,8
biglietti,1
bigot,1
bigoted,1
bigots,1
bih,1
bilan,1
bill,19
billgalston,1
billion,5
billmaher,1
billoreilly,2
bills,2
binder,1
biocapacities,1
biometric,1
biometrics,1
biotech,1
bipartisan,1
bird,2
birman,1
birmingham,1
birth,7
birther,3
birtherism,2
birthrate,2
birthright,1
birthrightcitizenship,1
births,2
bisexual,1
bishops,1
bit,2
bitume,1
bizarre,1
bkkbjzudom,1
bkzbklljbi,1
black,11
blacklivesmatter,6
blackness,2
blackout,1
blacks,1
blacktwitter,1
blagues,1
blain,1
blaine,1
blame,4
blanchard,1
blancs,1
blanket,1
blasio,1
blast,5
blasts,1
blatantly,1
blazing,1
blazingcatfur,1
ble,1
bleeding,1
blerd,1
bless,2
blessed,1
blessingnotburden,1
bleu,1
blilamvfis,1
blind,4
blindrace,1
blinkers,1
blitz,1
block,5
blocked,1
blog,9
blogger,1
bloke,1
blonde,2
blood,1
bloody,1
bloomberg,1
blowing,1
blown,1
blsdata,1
blue,4
blueprint,1
bluetsunami,1
bluewave,9
bluewaveiscoming,2
bnd,1
bnhr,1
bnp,1
bo,1
board,7
boarder,5
boardercontrol,1
boarderwall,1
boat,2
boats,1
bob,3
bobbubkavog,1
body,1
boellfrance,1
boggles,1
boire,1
boise,1
bojo,1
bold,1
bolster,1
bolstered,1
bomb,1
bombe,1
bombs,1
bon,1
bonbon,1
bonheur,1
bonnefil,1
bono,1
boo,1
boogie,1
booj,1
book,12
bookreview,2
books,3
bookworm,2
boom,3
booms,1
boondoggle,1
boost,2
bootemout,1
booths,1
bordeinformatique,1
border,445
bordercontrol,2
bordercrossings,1
borderland,1
borderlands,1
borderpatrol,14
borderregion,1
borders,31
bordersecurity,48
borderwall,47
bored,1
boring,4
borisjohnson,1
born,8
boro,1
bosarts,1
bosnian,1
bosom,1
bospublicradio,1
bosser,1
bosslady,1
boston,1
bothered,1
bottles,1
bottom,3
boubeker,1
boubtane,1
boulot,1
bound,1
bounty,1
bourr,1
bout,1
boutique,1
bow,1
box,1
boy,1
boyleheights,1
boys,1
bp,1
bpc_tbrown,1
bpolitics,1
bqrhnsqawp,1
bqwncauncx,1
bracing,1
brader,1
brady,1
brag,1
bragging,1
brain,6
braindrain,4
brains,1
branded,2
brandeis,1
brandon,1
brands,3
branier,1
brantley,1
braquet,1
brat,3
bratnvet,1
bratty,1
brave,3
braved,1
bravenotbroken,1
braving,1
bravo,2
brazil,2
breaches,1
break,6
breakdown,1
breakers,2
breakfast,1
breaking,18
breakingnews,6
breakingpoll,1
breakout,2
breaks,1
breakup,1
breed,1
bref,1
breitbart,5
breitbartnews,4
brendaavilahanna,1
bretagne,1
brethren,1
brexit,151
brexiteers,4
brexiters,2
brexitreality,1
brexitshambles,1
brexodus,1
brez,2
brianfrosh,1
brianstelter,1
bribe,1
brictv,1
brides,1
bridge,1
bridges,1
brief,2
briefing,1
briefs,3
brigandes,1
brighter,1
brightest,1
brigitte,1
brilliant,2
bring,8
bringamandaandzzhome,1
brings,2
bringthemhere,1
brisbane,2
britain,29
britannique,1
british,9
british_columbia,1
britishcitizenship,1
briton,1
brittanypettibone,1
broadcast,2
broadcasters,1
broadcasting,1
broader,1
broadly,1
brocktonma,1
broke,3
broken,11
brooklyn,2
brooklynmarie,1
brooks,1
broomheadshow,1
bros,1
brother,1
brotherhood,1
brothers,1
brought,3
brown,12
bruit,1
bruno,1
brutal,4
brutality,1
bs,6
bses,1
bth,1
btw,2
bucks,2
budapest,1
buddy,3
buddysays,1
budget,4
buenviernes,1
buffalo,1
build,14
buildbrainsnotwalls,1
building,4
builds,1
buildsthewall,1
buildthatwall,12
buildthedamnwall,2
buildthewall,59
buildthewallnow,5
built,6
bulletin,1
bullets,1
bullshit,2
bullying,2
bumbling,1
bunch,1
burden,2
burdens,1
bureaucratic,1
burke,3
burn,1
bus,5
busca,1
buses,1
bush,11
bushes,1
busiest,1
business,29
businesses,9
businesslaw,2
businesslitigation,2
businessvisa,1
busqueda_colegio,1
busqueda_vivienda,1
busted,2
busto,1
butbordercrossingsareatalow,1
button,1
buy,4
buyer,1
buying,2
buzzfeed,2
buzzfeednews,1
bvdvczobfa,1
bvheugvogv,1
bwhpkulsdi,1
bychrischeung,1
byeandy,1
byeee,1
byelfdkwmz,1
byles,1
bylka,1
bypassing,1
c_spiering,1
ca,11
caan,1
caanwings,1
caazpoiesx,1
cabella,1
cabinet,2
cabinetreshuffle,1
cable,1
cactus,1
cadeaux,1
cadetbonespurs,1
cadre,1
caen,2
cagop,1
cagov,2
cairo,1
cal,1
calais,3
calfresh,1
cali,2
calibre,1
caliconsrvative,1
calif,5
california,63
californiachaos,1
californian,1
californianightmare,2
californians,2
californie,1
call,33
called,11
caller,1
calling,7
calls,7
calm,1
calmer,1
calvaire,1
cambodia,3
cambodian,1
cambodians,3
cambridge,1
cambridgeanalytica,1
came,12
camerounais,1
camion,1
camp,2
campagne,1
campaign,6
campaigned,1
campaigns,18
campbell,1
campbell_su,1
campuses,1
campusethics,1
canada,113
canadaimmigration,2
canadapnp,1
canadapr,2
canadian,18
canadianborder,1
canadiancommunities,1
canadians,2
canadianvisa,1
canaille,1
canaux,1
cancer,3
cancun,1
candicemalcolm,2
candidate,7
candidates,1
candy,1
cane,1
canli,1
canliyayin,1
cannabis,1
cannabiscommunity,2
cannot,8
canopy,1
cant,1
cap,18
capacit,2
capacity,1
capice,1
capital,13
capitalize,1
capitol,1
capitolalert,1
capolitics,1
caponesvault,1
capped,1
caps,3
capt_macheath,1
captdeboe,2
capturing,1
capure,1
caq,4
car,2
caract,1
carasadeline,1
caravan,77
caravanamigrante,3
caravanas,1
caravane,1
caravanofillegalls,10
caravanofillegals,8
caravanofimmigrants,1
caravans,7
carbonfootprint,1
carbontaxstealing,1
card,12
cardillo,1
cards,4
care,19
cared,1
career,3
caregivers,2
carehomes,1
carences,1
carer,1
cares,3
carga,1
caricaturant,1
carlson,1
carlyhenry_,1
caroline_roux,1
carolyn_cole,1
carolynleemm,1
carrieksada,1
carries,2
carry,2
carrying,4
cars,2
carte,1
cartel,4
cartels,6
carteverte,1
cartoon,3
cartoons,1
cas,1
case,19
cases,20
casual,1
cat,2
catastrophe,1
catch,23
catchandrelease,12
categorical,1
categories,1
cater,1
catfish,1
cathcharitiesny,3
catherinefornv,1
catholic,6
catholiccharitiesny,2
cation,1
cato,1
catoinstitute,2
caught,7
causality,1
cause,12
caused,1
causette,1
causettelemag,1
causing,5
cayman,2
caymanmarriott,2
cbcnews,2
cbcsask,1
cbcthenational,4
cbi,1
cbonilla,18
cbp,9
cbsn,1
cbsnews,3
cc,3
ccharitiesusa,2
cchqlondon,1
cchqpress,1
ccot,9
ccwqyoigvu,1
cdcd,1
cdcdurham,1
cdnimm,3
cdnmedia,1
cdnpoli,13
cdxxiyltop,1
ce,15
ceafpngpbk,1
cecilia,3
ced,2
cedc,1
cedricherrou,1
cela,9
celebrates,1
celebrating,1
celebration,1
cellphones,1
cells,1
cellule,1
cemxhurvrl,1
cenkuygur,1
censorship,2
census,13
cent,4
centaines,1
centennial,1
center,8
centered,1
centers,3
central,16
centralamerica,8
centralamerican,1
centralamericancaravan,1
centralamericantwitter,1
centrales,1
centre,4
centres,1
centri,1
centrica,1
centrist,1
centroamerica,1
centuries,1
century,3
ceo,11
ceopositions,1
ceoroumeliotis,1
cerdi,1
certain,1
certaine,1
certainly,2
certains,1
certes,2
certificaci,1
certificate,1
certificates,3
certification,2
certified,2
cervantes,1
ces,8
cesar_espinosa,5
cesarchavez,1
cesseurs,1
cessit,1
cestrosi,1
cet,1
cette,7
ceux,2
cf,1
ch,4
chacune,1
chain,21
chainmigration,33
chains,1
chair,2
challenge,6
challenges,4
challenging,2
chamailles,1
chamber,2
champs,1
chance,4
chancellor,1
chancepourlafrance,2
chances,1
chandigarh,2
change,34
changed,6
changer,3
changerai,1
changes,13
changing,5
channel,3
channels,1
chanson,2
chanteront,1
chaos,4
chapman,1
chappaquiddick,1
chaque,2
charbon,1
charge,4
charged,5
charges,4
charitatives,1
charities,1
charity,1
charles,1
charleston,2
charlie,2
charliespiering,1
charlotte,2
chart,2
chase,2
chat,1
chats,3
chaud,1
chavezlinda,1
chavistas,1
chcougars,1
che,4
cheap,4
cheapestprice,1
cheating,2
check,21
checked,1
checkout,1
checkpoints,1
checks,6
chelsea,1
chelseahandler,1
cheminots,2
cher,3
chercheurs,1
chercheuse,1
cheval,1
chez,2
chicago,3
chicagobarfound,1
chican,1
chickens,1
chief,2
chiffre,1
chiffrer,1
chiffres,4
child,9
childcare,1
childpoverty,1
children,34
childrenatrisk,1
childstudies,1
chilling,1
china,29
chinaairlines,1
chinahistorypodcast,1
chinatariffs,1
chinese,6
chinesehistory,1
chineseinvestorswelcome,1
chir,1
chirac,1
chirla,1
chloeangyal,1
chocolats,1
choi,1
choice,6
choices,2
choir,1
choisir,1
chomage,1
choose,8
choosecalfresh,1
choosing,1
chopping,1
chops,1
choqfm,1
chose,2
chosen,1
choses,1
choue,1
christ,3
christian,5
christians,7
christiansfortrump,1
christiantoday,1
christinawilkie,1
christine,1
chronicle,1
chronicleherald,1
chucktodd,1
chuckwoolery,1
church,5
ci,1
cia,1
cibles,1
cie,1
cimade,1
cinema,1
cinema_louxor,1
cio,1
ciotti,1
circa,1
circle,2
circuit,1
cisac,1
cisecurity,1
ciso,1
cit,1
citation,1
cite,2
cited,2
citgapfunds,1
cities,20
citing,1
citizen,26
citizenpierre,1
citizens,28
citizensarentbetter,1
citizenship,44
citizensrights,2
citoyen,1
citoyennefrance,1
citoyens,1
citt,1
city,21
cityofmoncton,1
ciutters,1
civ,2
civcenter,1
civic,2
civics,1
civicschops,1
civil,8
civile,2
civilisation,1
civilization,1
civilizations,2
civilrights,33
civilrightsorg,1
civilwar,1
cjdafbeyfq,1
cjgbocrccx,1
ckirmkceoy,1
ckoygvkcbu,1
ckrusch,1
ckuck,1
cl,1
claim,6
claimed,1
claiming,3
claims,10
clair,1
clairement,2
clament,2
clampdown,1
clandestine,3
clandestins,1
clapham,2
claremalone,1
clarifi,1
clarification,2
clarifies,1
clarke,1
clash,1
class,10
classes,2
classic,2
classicism,1
classified,1
classist,1
cle,4
clean,2
cleandream,2
cleandreamact,4
cleandreamactnow,1
cleaning,1
cleans,1
clear,11
cleared,1
clearer,1
cleargreencardbacklog,1
clearly,1
clementine,1
clermont,2
clevertitletk,1
clich,2
click,4
client,2
clients,5
clifton,1
climate,24
climateaction,1
climatechange,1
climatique,1
climb,1
clinic,2
clinical,1
clinton,5
clodiwxddj,1
clogged,3
close,6
closed,4
closedborders,1
closely,1
closer,1
closernation,1
closest,1
closetheloopholes,1
closing,2
clothes,2
clpptweets,1
club,1
clue,2
clueless,1
cluevc,2
clydevanel,1
clzmviosyl,1
cmu,1
cnbc,2
cndaengreve,3
cndimm,3
cndpoli,2
cnn,67
cnnbrk,4
cnnfakenews,1
cnnireport,1
cnnisfakenews,1
cnnmoney,5
cnnopinion,1
cnnpolitics,4
cnqqnmpezc,1
cnrs,2
coalition,6
coast,3
coastal,1
coat,1
coates,1
code,2
coe,1
cofnas,1
cofounder,1
cofounders,1
cognitively,1
cognizant,1
coh,1
cohesion,2
coin,1
cois,2
coises,1
cojoakzhmx,1
cokxhwehtf,1
colau,1
cold,9
cole,1
coles,2
coll,2
collaborated,1
collaboratively,1
collapse,2
colleague,1
colleagues,1
collect,1
collection,1
collective,2
collectively,1
college,13
colleges,1
collide,1
collides,1
collomb,20
collombdemission,1
collusion,1
colmar,1
colo,1
cologie,1
colombie,1
colonisation,1
colonists,1
color,2
colorado,2
colossal,1
colossaux,1
colossus,1
colt,1
columbia,3
columbine,1
columbusin,1
column,3
com,13
comb,1
combat,3
combating,1
combattant,1
combattre,2
combien,1
come,39
comedy,1
comeinrightby,1
comenzar,1
comes,7
comfortable,1
comic,1
comics,1
comin,1
coming,37
comit,1
comitatus,2
comm,1
commands,2
comme,7
commedy,1
commemorating,1
commence,1
comment,7
commentaire,1
commentator,1
commenter,1
comments,6
commerce,1
commercial,1
commis,1
commission,4
commit,2
commitments,1
committed,1
committee,3
committing,3
common,8
commonhealth,1
commonly,1
commonshomeaffs,1
commpsych,2
communautariste,1
communes,1
communicate,1
communist,1
communistchina,2
communities,11
community,16
como,1
comores,1
companies,13
company,4
comparative,1
compare,1
compared,9
comparent,1
compassion,6
compassionate,3
competencies,1
competing,2
competitive,1
complain,2
completamente,1
complete,8
completed,2
completely,4
completion,2
complex,2
complexion,1
compliance,3
complicated,1
complicity,1
compliments,2
complotisme,1
comply,3
compol,1
components,1
comprehension,1
comprehensive,3
comprehensively,1
comprende,1
comprendre,3
compris,2
compromette,1
compromise,2
compromises,1
compte,1
comptes,1
computer,1
con,6
concealed,1
conceivable,1
concentration,1
concept,2
concern,1
concernant,1
concerned,3
concerning,1
concerns,2
concerter,1
conchi,1
concluding,1
conclusion,1
concours,1
condamn,3
condamnant,1
conditioned,1
conditions,3
condominiums,1
conducted,3
conducts,1
conf,2
confederateflag,1
conference,7
confi,1
confident,4
confidential,2
confirmer,1
confirming,1
confirms,3
conflate,1
conflating,2
conflict,2
conflicting,1
conflicts,1
confondus,1
confrontations,1
confused,1
confusion,2
congested,1
congolese,1
congratulations,3
congregational,1
congress,33
congressional,2
congressionally,1
congresswomen,1
conhome,2
coninue,1
connaissent,1
connait,1
connaitre,1
connect,4
connected,2
connection,4
connections,1
conoce,1
conomie,1
conomique,3
conquer,1
conquest,1
consacrer,1
consciousness,2
consecutive,1
conseille,1
consequences,7
consequential,2
conservatexian,1
conservative,11
conservativeparty,1
conservatives,19
consid,2
consider,12
considerations,1
considered,3
considering,4
consistent,1
conspiracy,5
constant,1
constantly,1
constat,4
constituents,1
constitution,4
constraints,1
construction,18
constructive,1
consular,2
consulta,1
consultancy,4
consultant,2
consultants,4
consultation,4
consulter,1
consulting,1
contact,16
contactez,1
contacts,1
contagion,1
contend,1
contenir,2
content,2
contestables,1
context,2
contextes,1
continent,2
continue,9
continued,3
continuent,1
continues,10
continuez,1
continuing,2
contra,1
contract,1
contracted,1
contractor,1
contracts,1
contradiction,1
contradictoire,1
contraffazione,2
contrary,3
contre,17
contribute,3
contributing,1
contribution,1
contributors,1
contro,1
control,8
controlled,4
controlledimmigration,1
controlling,2
controls,22
controltheborder,1
controversial,3
controversy,2
conundrum,1
convention,1
conventions,1
conversation,12
conversations,1
conveyancing,1
convicted,3
conviction,6
convictions,3
